timestamp,x,y,z,temp
1750574630777,0.04,-0.95,0.24,33.5
1750574630847,0.05,-0.97,0.24,33.48
1750574630897,0.05,-0.97,0.24,33.48
1750574631037,0.05,-0.95,0.23,33.49
1750574631097,0.04,-0.97,0.25,33.49
1750574631157,0.04,-0.96,0.24,33.52
1750574631217,0.05,-0.97,0.25,33.48
1750574631277,0.06,-0.97,0.24,33.5
1750574631337,0.04,-0.96,0.24,33.48
1750574631397,0.03,-0.97,0.23,33.48
1750574631457,0.04,-0.96,0.24,33.48
1750574631517,0.04,-0.98,0.24,33.49
1750574631577,0.04,-0.95,0.24,33.5
1750574631637,0.04,-0.95,0.23,33.5
1750574631697,0.04,-0.94,0.22,33.5
1750574631757,0.04,-0.98,0.24,33.49
1750574631887,0.04,-0.98,0.24,33.5
1750574631947,0.05,-0.97,0.23,33.5
1750574632007,0.04,-0.97,0.25,33.48
1750574632067,0.04,-0.98,0.24,33.49
1750574632127,0.03,-0.97,0.23,33.49
1750574632187,0.05,-0.97,0.24,33.5
1750574632247,0.05,-0.97,0.23,33.49
1750574632307,0.04,-0.97,0.23,33.49
1750574632367,0.04,-0.98,0.25,33.49
1750574632427,0.04,-0.96,0.23,33.49
1750574632487,0.05,-0.98,0.24,33.5
1750574632547,0.05,-0.96,0.24,33.49
1750574632608,0.04,-0.97,0.25,33.49
1750574632667,0.05,-0.96,0.23,33.52
1750574632807,0.03,-0.96,0.24,33.49
1750574632867,0.06,-0.99,0.24,33.49
1750574632927,0.04,-0.96,0.24,33.49
1750574632987,0.05,-0.98,0.24,33.48
1750574633047,0.04,-0.97,0.25,33.5
1750574633107,0.03,-0.98,0.24,33.49
1750574633167,0.03,-0.97,0.24,33.5
1750574633227,0.04,-0.97,0.25,33.49
1750574633287,0.04,-0.96,0.24,33.48
1750574633347,0.04,-0.97,0.23,33.48
1750574633407,0.04,-0.97,0.24,33.5
1750574633467,0.04,-0.99,0.24,33.5
1750574633527,0.04,-0.97,0.23,33.5
1750574633667,0.05,-0.96,0.23,33.5
1750574633727,0.03,-0.97,0.26,33.49
1750574633787,0.04,-0.97,0.24,33.52
1750574633847,0.05,-0.97,0.24,33.52
1750574633907,0.05,-0.98,0.25,33.48
1750574633967,0.05,-0.96,0.25,33.49
1750574634027,0.04,-0.97,0.24,33.5
1750574634087,0.04,-0.95,0.23,33.49
1750574634147,0.04,-0.96,0.24,33.5
1750574634207,0.05,-0.97,0.22,33.49
1750574634267,0.04,-0.98,0.24,33.48
1750574634327,0.03,-0.97,0.23,33.5
1750574634387,0.05,-0.96,0.23,33.5
1750574634527,0.04,-0.97,0.24,33.49
1750574634587,0.03,-0.96,0.23,33.49
1750574634647,0.04,-0.97,0.24,33.46
1750574634707,0.05,-0.96,0.24,33.49
1750574634767,0.04,-0.98,0.25,33.49
1750574634827,0.03,-0.97,0.24,33.46
1750574634887,0.04,-0.96,0.25,33.48
1750574634947,0.05,-0.97,0.23,33.49
1750574635007,0.04,-0.97,0.25,33.49
1750574635067,0.03,-0.98,0.24,33.48
1750574635127,0.05,-0.96,0.24,33.49
1750574635187,0.04,-0.97,0.24,33.48
1750574635247,0.05,-0.96,0.24,33.5
1750574635377,0.04,-0.96,0.24,33.48
1750574635437,0.03,-0.96,0.24,33.5
1750574635497,0.04,-0.96,0.24,33.49
1750574635557,0.04,-0.95,0.24,33.49
1750574635617,0.04,-0.99,0.25,33.52
1750574635677,0.04,-0.96,0.23,33.5
1750574635737,0.04,-0.98,0.23,33.5
1750574635797,0.04,-0.96,0.23,33.49
1750574635857,0.04,-0.97,0.23,33.49
1750574635917,0.04,-0.96,0.23,33.5
1750574635977,0.04,-0.96,0.23,33.5
1750574636037,0.05,-0.95,0.23,33.46
1750574636097,0.04,-0.97,0.24,33.52
1750574636237,0.04,-0.97,0.24,33.49
1750574636297,0.04,-0.98,0.24,33.48
1750574636357,0.05,-0.96,0.23,33.49
1750574636417,0.03,-0.97,0.23,33.49
1750574636477,0.05,-0.97,0.25,33.5
1750574636537,0.04,-0.98,0.26,33.49
1750574636597,0.05,-0.97,0.24,33.49
1750574636657,0.04,-0.96,0.25,33.49
1750574636717,0.04,-0.98,0.23,33.5
1750574636777,0.03,-0.98,0.23,33.49
1750574636837,0.06,-0.98,0.24,33.49
1750574636897,0.03,-0.98,0.24,33.49
1750574636957,0.05,-0.98,0.25,33.5
1750574637087,0.05,-0.97,0.22,33.49
1750574637147,0.04,-0.96,0.22,33.5
1750574637207,0.04,-0.97,0.24,33.49
1750574637267,0.04,-0.98,0.25,33.5
1750574637327,0.04,-0.94,0.23,33.52
1750574637387,0.05,-0.97,0.25,33.5
1750574637447,0.03,-0.97,0.23,33.49
1750574637507,0.05,-0.97,0.23,33.48
1750574637567,0.05,-0.97,0.23,33.5
1750574637627,0.03,-0.97,0.23,33.49
1750574637687,0.04,-0.97,0.24,33.5
1750574637747,0.04,-0.97,0.24,33.49
1750574637807,0.03,-0.97,0.23,33.5
1750574637937,0.04,-0.97,0.23,33.5
1750574637997,0.06,-0.96,0.23,33.49
1750574638057,0.05,-0.98,0.25,33.48
1750574638117,0.05,-0.97,0.24,33.5
1750574638177,0.04,-0.97,0.24,33.49
1750574638237,0.04,-0.98,0.23,33.5
1750574638297,0.05,-0.97,0.23,33.49
1750574638357,0.05,-0.96,0.23,33.5
1750574638417,0.04,-0.96,0.23,33.49
1750574638477,0.04,-0.96,0.23,33.48
1750574638537,0.04,-0.97,0.24,33.5
1750574638597,0.03,-0.98,0.23,33.52
1750574638657,0.05,-0.96,0.24,33.52
1750574638797,0.04,-0.97,0.23,33.5
1750574638857,0.04,-0.97,0.24,33.48
1750574638917,0.05,-0.97,0.25,33.52
1750574638977,0.03,-0.97,0.23,33.5
1750574639037,0.06,-0.95,0.23,33.48
1750574639097,0.04,-0.97,0.23,33.52
1750574639157,0.04,-0.96,0.23,33.52
1750574639217,0.04,-0.98,0.25,33.49
1750574639277,0.04,-0.97,0.24,33.49
1750574639337,0.03,-0.98,0.25,33.49
1750574639397,0.04,-0.97,0.25,33.5
1750574639457,0.04,-0.98,0.24,33.5
1750574639517,0.03,-0.98,0.24,33.52
1750574639577,0.04,-0.96,0.24,33.52
1750574639717,0.05,-0.96,0.23,33.5
1750574639777,0.04,-0.97,0.24,33.5
1750574639837,0.04,-0.96,0.24,33.48
1750574639897,0.04,-0.96,0.24,33.49
1750574639957,0.04,-0.98,0.24,33.49
1750574640017,0.03,-0.97,0.24,33.5
1750574640078,0.05,-0.97,0.23,33.5
1750574640137,0.04,-0.97,0.24,33.5
1750574640197,0.05,-0.96,0.24,33.49
1750574640257,0.04,-0.98,0.25,33.52
1750574640317,0.05,-0.97,0.22,33.49
1750574640377,0.04,-0.97,0.23,33.49
1750574640437,0.04,-0.97,0.24,33.5
1750574640577,0.05,-0.98,0.24,33.49
1750574640637,0.04,-0.96,0.26,33.49
1750574640697,0.05,-0.97,0.23,33.5
1750574640757,0.05,-0.96,0.25,33.5
1750574640817,0.05,-0.97,0.23,33.5
1750574640877,0.04,-0.96,0.23,33.49
1750574640937,0.04,-0.97,0.24,33.49
1750574640997,0.05,-0.96,0.24,33.49
1750574641057,0.04,-0.97,0.25,33.49
1750574641117,0.05,-0.97,0.24,33.53
1750574641177,0.03,-0.96,0.23,33.5
1750574641237,0.05,-0.97,0.23,33.5
1750574641297,0.04,-0.98,0.23,33.48
1750574641467,0.03,-0.97,0.22,33.49
1750574641527,0.04,-0.98,0.25,33.49
1750574641587,0.04,-0.97,0.24,33.5
1750574641647,0.04,-0.98,0.24,33.49
1750574641707,0.03,-0.97,0.24,33.49
1750574641837,0.05,-0.97,0.25,33.49
1750574641897,0.03,-0.98,0.24,33.48
1750574641957,0.04,-0.98,0.24,33.49
1750574642017,0.05,-0.97,0.23,33.49
1750574642077,0.02,-0.97,0.24,33.5
1750574642137,0.04,-0.96,0.25,33.49
1750574642197,0.04,-0.97,0.24,33.49
1750574642257,0.05,-0.96,0.24,33.48
1750574642317,0.05,-0.96,0.23,33.5
1750574642377,0.05,-0.97,0.24,33.5
1750574642438,0.06,-0.95,0.24,33.5
1750574642497,0.04,-0.96,0.24,33.52
1750574642557,0.04,-0.97,0.24,33.48
1750574642697,0.04,-0.98,0.25,33.49
1750574642757,0.04,-0.97,0.25,33.48
1750574642817,0.04,-0.98,0.23,33.5
1750574642877,0.05,-0.98,0.24,33.49
1750574642937,0.04,-0.95,0.24,33.52
1750574642997,0.05,-0.97,0.24,33.49
1750574643057,0.04,-0.96,0.24,33.48
1750574643117,0.04,-0.97,0.24,33.5
1750574643177,0.05,-0.98,0.24,33.5
1750574643237,0.04,-0.97,0.24,33.5
1750574643297,0.04,-0.98,0.23,33.49
1750574643357,0.05,-0.97,0.24,33.5
1750574643417,0.06,-0.96,0.23,33.46
1750574643547,0.06,-0.98,0.25,33.49
1750574643607,0.04,-0.97,0.24,33.49
1750574643667,0.03,-0.96,0.24,33.48
1750574643727,0.04,-0.98,0.24,33.49
1750574643787,0.04,-0.97,0.25,33.49
1750574643847,0.05,-0.97,0.25,33.48
1750574643907,0.05,-0.97,0.24,33.49
1750574643967,0.04,-0.97,0.23,33.5
1750574644027,0.04,-0.96,0.25,33.49
1750574644087,0.04,-0.97,0.24,33.5
1750574644147,0.04,-0.98,0.23,33.49
1750574644207,0.05,-0.98,0.27,33.49
1750574644267,0.04,-0.97,0.25,33.49
1750574644417,0.04,-0.97,0.24,33.49
1750574644477,0.05,-0.98,0.23,33.49
1750574644537,0.05,-0.96,0.23,33.49
1750574644597,0.04,-0.95,0.25,33.5
1750574644657,0.04,-0.95,0.23,33.5
1750574644717,0.03,-0.98,0.25,33.49
1750574644777,0.05,-0.98,0.24,33.5
1750574644837,0.04,-0.97,0.25,33.48
1750574644897,0.04,-0.98,0.23,33.49
1750574644957,0.03,-0.97,0.23,33.5
1750574645017,0.05,-0.96,0.24,33.49
1750574645077,0.03,-0.96,0.25,33.49
1750574645207,0.05,-0.96,0.25,33.49
1750574645267,0.05,-0.97,0.24,33.48
1750574645327,0.04,-0.98,0.25,33.49
1750574645387,0.03,-0.98,0.24,33.49
1750574645447,0.04,-0.96,0.24,33.49
1750574645507,0.04,-0.98,0.26,33.49
1750574645567,0.04,-0.97,0.25,33.49
1750574645627,0.04,-0.97,0.22,33.49
1750574645687,0.04,-0.96,0.24,33.49
1750574645747,0.05,-0.97,0.24,33.48
1750574645807,0.05,-0.95,0.24,33.52
1750574645867,0.04,-0.98,0.24,33.5
1750574645927,0.03,-0.97,0.24,33.49
1750574646067,0.04,-0.96,0.24,33.49
1750574646127,0.04,-0.97,0.24,33.49
1750574646187,0.04,-0.97,0.23,33.5
1750574646247,0.04,-0.97,0.24,33.49
1750574646307,0.05,-0.96,0.24,33.5
1750574646367,0.05,-0.97,0.23,33.5
1750574646427,0.06,-0.96,0.23,33.49
1750574646487,0.04,-0.97,0.23,33.49
1750574646547,0.06,-0.96,0.24,33.48
1750574646607,0.05,-0.96,0.24,33.49
1750574646667,0.06,-0.96,0.23,33.5
1750574646727,0.05,-0.97,0.24,33.49
1750574646787,0.04,-0.96,0.24,33.5
1750574646927,0.06,-0.98,0.25,33.48
1750574646987,0.05,-0.97,0.23,33.5
1750574647047,0.05,-0.97,0.23,33.52
1750574647107,0.04,-0.97,0.23,33.5
1750574647167,0.04,-0.96,0.24,33.49
1750574647227,0.05,-0.97,0.24,33.5
1750574647287,0.05,-0.96,0.23,33.49
1750574647348,0.05,-0.97,0.24,33.49
1750574647407,0.03,-0.99,0.25,33.46
1750574647467,0.04,-0.98,0.24,33.5
1750574647527,0.05,-0.97,0.24,33.5
1750574647587,0.04,-0.96,0.24,33.49
1750574647647,0.05,-0.96,0.23,33.49
1750574647777,0.05,-0.98,0.25,33.49
1750574647837,0.04,-0.97,0.24,33.49
1750574647897,0.03,-0.98,0.27,33.49
1750574647957,0.04,-0.96,0.23,33.5
1750574648017,0.03,-0.97,0.25,33.48
1750574648077,0.05,-0.98,0.24,33.49
1750574648137,0.05,-0.96,0.24,33.5
1750574648197,0.03,-0.97,0.24,33.49
1750574648257,0.04,-0.99,0.25,33.48
1750574648317,0.05,-0.96,0.24,33.49
1750574648377,0.04,-0.97,0.25,33.49
1750574648437,0.04,-0.97,0.24,33.49
1750574648497,0.04,-0.97,0.23,33.49
1750574648637,0.03,-0.98,0.25,33.49
1750574648697,0.05,-0.97,0.24,33.5
1750574648757,0.04,-0.96,0.23,33.48
1750574648817,0.04,-0.96,0.24,33.49
1750574648877,0.04,-0.97,0.23,33.5
1750574648937,0.04,-0.96,0.25,33.49
1750574648997,0.05,-0.96,0.24,33.49
1750574649057,0.05,-0.96,0.23,33.48
1750574649117,0.04,-0.97,0.25,33.5
1750574649177,0.05,-0.95,0.24,33.48
1750574649237,0.04,-0.98,0.24,33.5
1750574649297,0.04,-0.98,0.22,33.49
1750574649357,0.03,-0.96,0.23,33.49
1750574649498,0.05,-0.97,0.23,33.49
1750574649557,0.05,-0.98,0.24,33.48
1750574649617,0.04,-0.96,0.25,33.49
1750574649677,0.04,-0.97,0.24,33.48
1750574649737,0.04,-0.97,0.23,33.49
1750574649797,0.03,-0.98,0.24,33.5
1750574649857,0.04,-0.97,0.23,33.49
1750574649917,0.05,-0.96,0.24,33.49
1750574649977,0.04,-0.96,0.24,33.5
1750574650037,0.05,-0.95,0.24,33.49
1750574650097,0.05,-0.96,0.23,33.48
1750574650157,0.03,-0.97,0.23,33.52
1750574650217,0.05,-0.98,0.23,33.5
1750574650347,0.02,-0.97,0.25,33.48
1750574650407,0.06,-0.96,0.24,33.48
1750574650467,0.05,-0.97,0.23,33.49
1750574650528,0.05,-0.96,0.24,33.5
1750574650587,0.05,-0.97,0.23,33.5
1750574650647,0.05,-0.96,0.24,33.5
1750574650707,0.03,-0.97,0.23,33.49
1750574650767,0.04,-0.97,0.24,33.48
1750574650827,0.05,-0.98,0.24,33.49
1750574650877,0.05,-0.98,0.24,33.48
