timestamp,x,y,z,temp
1750562481892,0.7,-0.16,-0.62,38.43
1750562482042,0.7,-0.14,-0.63,38.37
1750562482092,0.7,-0.15,-0.63,38.39
1750562482152,0.68,-0.15,-0.62,38.39
1750562482212,0.7,-0.15,-0.62,38.4
1750562482272,0.68,-0.15,-0.62,38.37
1750562482332,0.69,-0.16,-0.62,38.39
1750562482392,0.7,-0.15,-0.63,38.37
1750562482452,0.71,-0.15,-0.63,38.39
1750562482512,0.71,-0.15,-0.62,38.39
1750562482572,0.69,-0.15,-0.62,38.41
1750562482632,0.69,-0.16,-0.62,38.4
1750562482692,0.69,-0.15,-0.63,38.39
1750562482752,0.68,-0.15,-0.63,38.4
1750562482892,0.7,-0.15,-0.62,38.37
1750562482952,0.7,-0.17,-0.63,38.39
1750562483012,0.71,-0.15,-0.63,38.4
1750562483072,0.68,-0.16,-0.62,38.4
1750562483132,0.69,-0.15,-0.62,38.39
1750562483192,0.71,-0.15,-0.61,38.4
1750562483252,0.7,-0.15,-0.62,38.41
1750562483312,0.7,-0.16,-0.62,38.36
1750562483372,0.7,-0.15,-0.62,38.37
1750562483432,0.69,-0.16,-0.62,38.41
1750562483492,0.7,-0.16,-0.63,38.39
1750562483552,0.7,-0.15,-0.63,38.37
1750562483612,0.7,-0.15,-0.61,38.39
1750562483752,0.69,-0.17,-0.61,38.39
1750562483812,0.7,-0.14,-0.61,38.4
1750562483872,0.7,-0.15,-0.62,38.4
1750562483933,0.7,-0.14,-0.62,38.4
1750562483992,0.7,-0.15,-0.62,38.39
1750562484052,0.7,-0.16,-0.63,38.39
1750562484112,0.7,-0.16,-0.62,38.36
1750562484172,0.7,-0.16,-0.63,38.39
1750562484232,0.7,-0.15,-0.63,38.37
1750562484292,0.69,-0.16,-0.63,38.39
1750562484352,0.71,-0.14,-0.62,38.41
1750562484412,0.69,-0.15,-0.62,38.39
1750562484472,0.69,-0.16,-0.62,38.4
1750562484612,0.7,-0.15,-0.62,38.4
1750562484672,0.69,-0.15,-0.62,38.37
1750562484732,0.69,-0.14,-0.63,38.39
1750562484792,0.69,-0.16,-0.62,38.37
1750562484852,0.7,-0.16,-0.64,38.37
1750562484912,0.69,-0.16,-0.62,38.39
1750562484972,0.69,-0.15,-0.61,38.39
1750562485032,0.69,-0.16,-0.62,38.39
1750562485092,0.7,-0.15,-0.63,38.4
1750562485152,0.69,-0.15,-0.62,38.41
1750562485212,0.71,-0.16,-0.63,38.4
1750562485273,0.7,-0.16,-0.61,38.41
1750562485332,0.69,-0.15,-0.61,38.4
1750562485462,0.7,-0.14,-0.62,38.39
1750562485522,0.7,-0.15,-0.63,38.37
1750562485582,0.7,-0.15,-0.63,38.39
1750562485642,0.7,-0.16,-0.63,38.39
1750562485702,0.7,-0.15,-0.6,38.4
1750562485762,0.7,-0.15,-0.63,38.4
1750562485822,0.7,-0.15,-0.62,38.4
1750562485882,0.69,-0.16,-0.62,38.39
1750562485942,0.7,-0.14,-0.63,38.39
1750562486002,0.7,-0.16,-0.62,38.4
1750562486062,0.7,-0.14,-0.63,38.4
1750562486122,0.7,-0.16,-0.63,38.39
1750562486182,0.71,-0.16,-0.61,38.37
1750562486322,0.71,-0.15,-0.64,38.37
1750562486382,0.69,-0.14,-0.62,38.39
1750562486442,0.7,-0.15,-0.63,38.39
1750562486503,0.71,-0.17,-0.61,38.39
1750562486562,0.7,-0.15,-0.63,38.39
1750562486622,0.7,-0.16,-0.62,38.39
1750562486682,0.7,-0.16,-0.62,38.4
1750562486742,0.71,-0.16,-0.62,38.39
1750562486802,0.71,-0.15,-0.63,38.39
1750562486862,0.7,-0.16,-0.61,38.39
1750562486922,0.69,-0.15,-0.61,38.41
1750562486982,0.7,-0.16,-0.61,38.4
1750562487042,0.69,-0.16,-0.62,38.39
1750562487182,0.7,-0.16,-0.62,38.41
1750562487242,0.7,-0.15,-0.63,38.4
1750562487302,0.7,-0.16,-0.62,38.4
1750562487362,0.7,-0.16,-0.62,38.39
1750562487423,0.7,-0.15,-0.63,38.39
1750562487482,0.7,-0.15,-0.62,38.39
1750562487542,0.68,-0.15,-0.61,38.37
1750562487602,0.71,-0.16,-0.62,38.4
1750562487662,0.7,-0.15,-0.62,38.41
1750562487722,0.71,-0.15,-0.62,38.39
1750562487782,0.7,-0.15,-0.63,38.4
1750562487842,0.7,-0.16,-0.62,38.41
1750562487902,0.7,-0.16,-0.63,38.41
1750562488032,0.69,-0.17,-0.62,38.41
1750562488092,0.68,-0.16,-0.62,38.39
1750562488152,0.69,-0.15,-0.62,38.39
1750562488212,0.7,-0.16,-0.62,38.41
1750562488272,0.7,-0.15,-0.62,38.4
1750562488332,0.7,-0.15,-0.62,38.39
1750562488392,0.7,-0.15,-0.61,38.39
1750562488452,0.71,-0.15,-0.62,38.39
