timestamp,x,y,z,temp
10747,-0.0,7.96,0.0,26.68
10797,-0.0,7.96,0.0,26.7
10857,-0.0,7.96,0.0,26.71
10917,-0.0,7.96,0.0,26.71
10977,-0.0,7.96,0.0,26.7
11037,-0.0,7.96,0.0,26.71
11097,-0.0,7.96,0.0,26.71
11157,-0.0,7.96,0.0,26.7
11217,-0.0,7.96,0.0,26.71
11267,-0.0,7.96,0.0,26.72
11317,-0.0,7.96,0.0,26.7
11377,-0.0,7.96,0.0,26.7
11437,-0.0,7.96,0.0,26.7
11497,-0.0,7.96,0.0,26.72
11557,-0.0,7.96,0.0,26.72
11617,-0.0,7.96,0.0,26.72
11677,-0.0,7.96,0.0,26.72
11737,-0.0,7.96,0.0,26.7
11797,-0.0,7.96,0.0,26.71
11857,-0.0,7.96,0.0,26.7
11917,-0.0,7.96,0.0,26.71
11977,-0.0,7.96,0.0,26.71
12037,-0.0,7.96,0.0,26.72
12097,-0.0,7.96,0.0,26.74
12157,-0.0,7.96,0.0,26.74
12217,-0.0,7.96,0.0,26.72
12277,-0.0,7.96,0.0,26.71
12337,-0.0,7.96,0.0,26.7
12397,-0.0,7.96,0.0,26.74
12457,-0.0,7.96,0.0,26.72
12517,-0.0,7.96,0.0,26.71
12577,-0.0,7.96,0.0,26.74
12637,-0.0,7.96,0.0,26.71
12697,-0.0,7.96,0.0,26.74
12757,-0.0,7.96,0.0,26.74
12817,-0.0,7.96,0.0,26.72
12877,-0.0,7.96,0.0,26.71
12937,-0.0,7.96,0.0,26.75
12997,-0.0,7.96,0.0,26.74
13057,-0.0,7.96,0.0,26.75
13117,-0.0,7.96,0.0,26.72
13177,-0.0,7.96,0.0,26.74
13237,-0.0,7.96,0.0,26.75
13297,-0.0,7.96,0.0,26.74
13357,-0.0,7.96,0.0,26.74
13417,-0.0,7.96,0.0,26.75
13477,-0.0,7.96,0.0,26.74
13537,-0.0,7.96,0.0,26.72
13597,-0.0,7.96,0.0,26.71
13657,-0.0,7.96,0.0,26.75
13717,-0.0,7.96,0.0,26.75
13777,-0.0,7.96,0.0,26.74
13837,-0.0,7.96,0.0,26.74
13897,-0.0,7.96,0.0,26.75
13957,-0.0,7.96,0.0,26.75
14017,-0.0,7.96,0.0,26.74
14077,-0.0,7.96,0.0,26.77
14137,-0.0,7.96,0.0,26.74
14197,-0.0,7.96,0.0,26.74
14257,-0.0,7.96,0.0,26.77
14317,-0.0,7.96,0.0,26.74
